Latitude (decimal degrees):	38.110
Longitude (decimal degrees):	15.650
Elevation (m):	67
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int,WS60m,T_cell
20191002:2110,0.0,0.0,18.97,1.72,0.0,2.21,19.0
20191002:2210,0.0,0.0,18.62,1.93,0.0,2.48,18.6
20191002:2310,0.0,0.0,18.31,1.66,0.0,2.13,18.3
20191003:0010,0.0,0.0,17.76,1.38,0.0,1.77,17.8
20191003:0110,0.0,0.0,17.47,1.66,0.0,2.13,17.5
20191003:0210,0.0,0.0,17.29,1.45,0.0,1.86,17.3
20191003:0310,0.0,0.0,17.51,2.07,0.0,2.66,17.5
20191003:0410,0.0,0.0,17.66,2.48,0.0,3.19,17.7
20191003:0510,3.0,2.37,17.26,2.14,0.0,2.75,17.4
20191003:0610,187.0,13.92,17.59,1.72,0.0,2.21,23.4
20191003:0710,376.01,24.87,19.4,3.79,0.0,4.87,31.2
20191003:0810,534.01,34.68,20.52,3.52,0.0,4.52,37.2
20191003:0910,582.01,42.52,21.34,1.93,0.0,2.48,39.5
20191003:1010,704.01,47.21,20.09,2.62,0.0,3.37,42.1
20191003:1110,731.01,47.64,19.88,2.14,0.0,2.75,42.7
20191003:1210,683.01,43.69,21.17,2.0,0.0,2.57,42.5
20191003:1310,567.01,36.35,21.73,2.07,0.0,2.66,39.4
20191003:1410,407.01,26.84,21.61,2.14,0.0,2.75,34.3
20191003:1510,198.0,16.06,20.3,2.28,0.0,2.93,26.5
20191003:1610,28.29,4.59,19.6,2.14,0.0,2.75,20.5
20191003:1710,0.0,0.0,18.75,2.14,0.0,2.75,18.8
20191003:1810,0.0,0.0,18.04,2.28,0.0,2.93,18.0
20191003:1910,0.0,0.0,16.61,2.83,0.0,3.64,16.6
20191003:2010,0.0,0.0,16.16,2.83,0.0,3.64,16.2
20191003:2110,0.0,0.0,16.05,3.03,0.0,3.89,16.1
20191003:2210,0.0,0.0,15.57,3.31,0.0,4.25,15.6
20191003:2310,0.0,0.0,15.09,2.62,0.0,3.37,15.1
20191004:0010,0.0,0.0,15.23,2.62,0.0,3.37,15.2
20191004:0110,0.0,0.0,14.62,2.76,0.0,3.55,14.6
20191004:0210,0.0,0.0,14.23,2.62,0.0,3.37,14.2
20191004:0310,0.0,0.0,13.79,2.48,0.0,3.19,13.8
20191004:0410,0.0,0.0,13.86,2.48,0.0,3.19,13.9
20191004:0510,3.0,2.19,14.14,2.34,0.0,3.01,14.2
20191004:0610,65.0,13.72,14.95,2.48,0.0,3.19,17.0
20191004:0710,137.0,24.65,16.28,2.83,0.0,3.64,20.6
20191004:0810,548.01,34.42,17.24,3.38,0.0,4.34,34.4
20191004:0910,663.01,42.2,17.81,4.76,0.0,6.12,38.5
20191004:1010,692.01,46.84,18.37,5.1,0.0,6.55,40.0
20191004:1110,506.0,47.24,18.67,5.38,0.0,6.91,34.5
20191004:1210,475.0,43.31,18.93,5.52,0.0,7.09,33.8
20191004:1310,553.01,35.99,18.58,5.66,0.0,7.27,35.9
20191004:1410,367.0,26.51,18.22,5.59,0.0,7.18,29.7
20191004:1510,226.0,15.75,17.56,5.1,0.0,6.55,24.6
20191004:1610,38.68,4.29,16.9,4.62,0.0,5.94,18.1
20191004:1710,0.0,0.0,16.15,4.0,0.0,5.14,16.1
20191004:1810,0.0,0.0,15.65,3.38,0.0,4.34,15.7
20191004:1910,0.0,0.0,15.93,2.69,0.0,3.46,15.9
20191004:2010,0.0,0.0,15.7,2.55,0.0,3.28,15.7
20191004:2110,0.0,0.0,15.5,2.48,0.0,3.19,15.5
20191004:2210,0.0,0.0,15.54,2.48,0.0,3.19,15.5
20191004:2310,0.0,0.0,15.6,2.34,0.0,3.01,15.6
20191005:0010,0.0,0.0,15.45,2.21,0.0,2.84,15.4
20191005:0110,0.0,0.0,15.35,2.07,0.0,2.66,15.3
20191005:0210,0.0,0.0,15.01,1.93,0.0,2.48,15.0
20191005:0310,0.0,0.0,14.75,1.72,0.0,2.21,14.8
20191005:0410,0.0,0.0,14.45,1.45,0.0,1.86,14.4
20191005:0510,7.0,2.01,14.26,1.31,0.0,1.68,14.5
20191005:0610,188.0,13.53,14.73,1.17,0.0,1.50,20.6
20191005:0710,380.01,24.42,17.06,1.93,0.0,2.48,28.9
20191005:0810,337.0,34.15,18.29,2.21,0.0,2.84,28.8
20191005:0910,628.01,41.89,19.0,2.34,0.0,3.01,38.6
20191005:1010,696.01,46.47,20.01,3.45,0.0,4.43,41.8
20191005:1110,639.01,46.85,20.76,3.93,0.0,5.05,40.7
20191005:1210,673.01,42.92,20.97,4.55,0.0,5.85,42.0
20191005:1310,573.01,35.63,20.62,4.62,0.0,5.94,38.5
20191005:1410,406.01,26.17,20.34,4.14,0.0,5.32,33.0
20191005:1510,193.0,15.43,19.92,3.45,0.0,4.43,26.0
20191005:1610,33.72,3.99,19.12,2.41,0.0,3.10,20.2
20191005:1710,0.0,0.0,18.31,2.21,0.0,2.84,18.3
20191005:1810,0.0,0.0,17.45,2.28,0.0,2.93,17.4
20191005:1910,0.0,0.0,17.24,2.21,0.0,2.84,17.2
20191005:2010,0.0,0.0,16.98,1.86,0.0,2.39,17.0
20191005:2110,0.0,0.0,16.64,1.72,0.0,2.21,16.6
20191005:2210,0.0,0.0,16.57,1.52,0.0,1.95,16.6
20191005:2310,0.0,0.0,16.28,1.72,0.0,2.21,16.3
20191006:0010,0.0,0.0,15.98,1.72,0.0,2.21,16.0
20191006:0110,0.0,0.0,15.94,1.59,0.0,2.04,15.9
20191006:0210,0.0,0.0,15.92,1.38,0.0,1.77,15.9
20191006:0310,0.0,0.0,16.04,1.1,0.0,1.41,16.0
20191006:0410,0.0,0.0,15.93,1.1,0.0,1.41,15.9
20191006:0510,1.0,1.83,15.71,0.97,0.0,1.25,15.7
20191006:0610,153.0,13.33,16.22,0.76,0.0,0.98,21.0
20191006:0710,229.0,24.2,18.4,1.66,0.0,2.13,25.6
20191006:0810,306.0,33.89,19.25,1.93,0.0,2.48,28.8
20191006:0910,589.01,41.57,20.04,2.48,0.0,3.19,38.4
20191006:1010,124.0,46.11,20.29,2.83,0.0,3.64,24.2
20191006:1110,496.0,46.46,20.71,3.38,0.0,4.34,36.2
20191006:1210,124.0,42.54,20.54,3.93,0.0,5.05,24.4
20191006:1310,153.0,35.28,20.52,3.93,0.0,5.05,25.3
20191006:1410,35.0,25.84,19.82,3.93,0.0,5.05,20.9
20191006:1510,127.0,15.12,19.11,3.59,0.0,4.61,23.1
20191006:1610,19.59,3.69,18.28,2.9,0.0,3.73,18.9
20191006:1710,0.0,0.0,17.45,2.69,0.0,3.46,17.4
20191006:1810,0.0,0.0,16.97,2.41,0.0,3.10,17.0
20191006:1910,0.0,0.0,16.46,2.14,0.0,2.75,16.5
20191006:2010,0.0,0.0,16.08,1.72,0.0,2.21,16.1
20191006:2110,0.0,0.0,15.78,1.45,0.0,1.86,15.8
20191006:2210,0.0,0.0,15.54,1.52,0.0,1.95,15.5
20191006:2310,0.0,0.0,15.48,1.31,0.0,1.68,15.5
20191007:0010,0.0,0.0,15.27,1.17,0.0,1.50,15.3
20191007:0110,0.0,0.0,15.31,0.97,0.0,1.25,15.3
20191007:0210,0.0,0.0,15.04,1.1,0.0,1.41,15.0
20191007:0310,0.0,0.0,14.63,0.97,0.0,1.25,14.6
20191007:0410,0.0,0.0,14.46,0.69,0.0,0.89,14.5
20191007:0510,1.0,1.64,14.82,0.07,0.0,0.09,14.9
20191007:0610,83.0,13.13,15.15,0.14,0.0,0.18,17.7
20191007:0710,154.0,23.97,16.59,0.14,0.0,0.18,21.4
20191007:0810,110.0,33.62,17.84,0.28,0.0,0.36,21.3
20191007:0910,191.0,41.25,18.59,0.97,0.0,1.25,24.6
20191007:1010,521.0,45.74,18.58,0.97,0.0,1.25,34.9
20191007:1110,190.0,46.07,18.01,0.69,0.0,0.89,23.9
20191007:1210,171.0,42.16,17.63,0.62,0.0,0.80,23.0
20191007:1310,360.0,34.92,18.04,0.28,0.0,0.36,29.3
20191007:1410,181.0,25.51,18.31,0.34,0.0,0.44,24.0
20191007:1510,59.0,14.81,17.67,0.69,0.0,0.89,19.5
20191007:1610,14.0,3.4,16.5,0.55,0.0,0.71,16.9
20191007:1710,0.0,0.0,15.67,0.83,0.0,1.07,15.7
20191007:1810,0.0,0.0,15.21,0.9,0.0,1.16,15.2
20191007:1910,0.0,0.0,14.58,2.28,0.0,2.93,14.6
20191007:2010,0.0,0.0,14.71,2.21,0.0,2.84,14.7
20191007:2110,0.0,0.0,14.3,2.0,0.0,2.57,14.3
20191007:2210,0.0,0.0,14.46,1.93,0.0,2.48,14.5
20191007:2310,0.0,0.0,14.63,1.86,0.0,2.39,14.6
20191008:0010,0.0,0.0,14.55,2.0,0.0,2.57,14.6
20191008:0110,0.0,0.0,14.37,2.21,0.0,2.84,14.4
20191008:0210,0.0,0.0,14.36,2.41,0.0,3.10,14.4
20191008:0310,0.0,0.0,14.25,2.62,0.0,3.37,14.2
20191008:0410,0.0,0.0,14.91,2.48,0.0,3.19,14.9
20191008:0510,1.0,1.46,15.17,2.76,0.0,3.55,15.2
20191008:0610,79.0,12.93,15.44,2.9,0.0,3.73,17.9
20191008:0710,173.0,23.74,16.76,3.1,0.0,3.98,22.2
20191008:0810,435.0,33.35,17.62,3.66,0.0,4.70,31.2
20191008:0910,452.0,40.93,18.09,3.93,0.0,5.05,32.2
20191008:1010,259.0,45.37,18.84,4.34,0.0,5.58,26.9
20191008:1110,499.0,45.68,18.99,4.21,0.0,5.41,34.6
20191008:1210,368.0,41.78,19.33,4.62,0.0,5.94,30.8
20191008:1310,526.01,34.57,19.67,4.55,0.0,5.85,36.1
20191008:1410,313.0,25.19,19.45,4.41,0.0,5.67,29.2
20191008:1510,157.0,14.51,18.56,3.24,0.0,4.16,23.5
20191008:1610,8.0,3.1,17.82,2.48,0.0,3.19,18.1
20191008:1710,0.0,0.0,17.27,2.48,0.0,3.19,17.3
20191008:1810,0.0,0.0,16.76,2.07,0.0,2.66,16.8
20191008:1910,0.0,0.0,17.19,1.86,0.0,2.39,17.2
20191008:2010,0.0,0.0,16.67,1.45,0.0,1.86,16.7
20191008:2110,0.0,0.0,16.37,1.24,0.0,1.59,16.4
20191008:2210,0.0,0.0,16.29,1.31,0.0,1.68,16.3
20191008:2310,0.0,0.0,16.44,1.38,0.0,1.77,16.4
20191009:0010,0.0,0.0,16.17,1.52,0.0,1.95,16.2
20191009:0110,0.0,0.0,16.25,1.59,0.0,2.04,16.2
20191009:0210,0.0,0.0,16.1,1.86,0.0,2.39,16.1
20191009:0310,0.0,0.0,16.04,1.93,0.0,2.48,16.0
20191009:0410,0.0,0.0,15.4,1.79,0.0,2.30,15.4
20191009:0510,0.0,0.0,15.33,1.79,0.0,2.30,15.3
20191009:0610,148.0,12.73,15.76,1.93,0.0,2.48,20.4
20191009:0710,46.0,23.51,17.86,2.34,0.0,3.01,19.3
20191009:0810,113.0,33.08,18.95,2.28,0.0,2.93,22.5
20191009:0910,255.0,40.61,19.59,2.0,0.0,2.57,27.6
20191009:1010,698.01,45.01,20.66,1.93,0.0,2.48,42.5
20191009:1110,706.01,45.3,21.54,2.76,0.0,3.55,43.6
20191009:1210,621.01,41.4,19.25,2.76,0.0,3.55,38.7
20191009:1310,515.01,34.21,19.28,1.66,0.0,2.13,35.4
20191009:1410,351.01,24.86,19.62,1.59,0.0,2.04,30.6
20191009:1510,187.0,14.2,19.66,1.59,0.0,2.04,25.5
20191009:1610,17.33,2.81,19.2,1.66,0.0,2.13,19.7
20191009:1710,0.0,0.0,18.53,1.72,0.0,2.21,18.5
20191009:1810,0.0,0.0,18.07,1.66,0.0,2.13,18.1
20191009:1910,0.0,0.0,17.68,2.28,0.0,2.93,17.7
20191009:2010,0.0,0.0,17.46,1.93,0.0,2.48,17.5
20191009:2110,0.0,0.0,17.23,2.0,0.0,2.57,17.2
20191009:2210,0.0,0.0,17.18,2.21,0.0,2.84,17.2
20191009:2310,0.0,0.0,17.01,2.28,0.0,2.93,17.0
20191010:0010,0.0,0.0,16.99,2.14,0.0,2.75,17.0
20191010:0110,0.0,0.0,17.28,1.86,0.0,2.39,17.3
20191010:0210,0.0,0.0,17.23,1.24,0.0,1.59,17.2
20191010:0310,0.0,0.0,17.05,1.1,0.0,1.41,17.1
20191010:0410,0.0,0.0,17.06,1.24,0.0,1.59,17.1
20191010:0510,0.0,0.0,17.0,1.38,0.0,1.77,17.0
20191010:0610,161.0,12.53,17.63,1.38,0.0,1.77,22.7
20191010:0710,335.01,23.28,19.15,0.97,0.0,1.25,29.6
20191010:0810,450.01,32.81,20.25,0.55,0.0,0.71,34.3
20191010:0910,591.01,40.29,21.41,0.21,0.0,0.27,39.9
20191010:1010,709.01,44.64,21.91,0.21,0.0,0.27,44.1
20191010:1110,706.01,44.91,22.51,0.48,0.0,0.62,44.6
20191010:1210,607.01,41.02,23.03,0.76,0.0,0.98,42.0
20191010:1310,488.01,33.86,23.01,1.17,0.0,1.50,38.3
20191010:1410,342.01,24.54,20.94,1.59,0.0,2.04,31.6
20191010:1510,180.0,13.9,19.74,2.07,0.0,2.66,25.4
20191010:1610,10.0,2.52,19.34,2.28,0.0,2.93,19.7
20191010:1710,0.0,0.0,18.82,2.41,0.0,3.10,18.8
20191010:1810,0.0,0.0,18.57,2.14,0.0,2.75,18.6
20191010:1910,0.0,0.0,18.52,1.79,0.0,2.30,18.5
20191010:2010,0.0,0.0,17.99,2.0,0.0,2.57,18.0
20191010:2110,0.0,0.0,17.92,2.07,0.0,2.66,17.9
20191010:2210,0.0,0.0,17.69,2.21,0.0,2.84,17.7
20191010:2310,0.0,0.0,17.75,2.34,0.0,3.01,17.8
20191011:0010,0.0,0.0,17.51,2.55,0.0,3.28,17.5
20191011:0110,0.0,0.0,17.29,2.76,0.0,3.55,17.3
20191011:0210,0.0,0.0,17.13,2.9,0.0,3.73,17.1
20191011:0310,0.0,0.0,17.15,2.9,0.0,3.73,17.1
20191011:0410,0.0,0.0,17.02,2.83,0.0,3.64,17.0
20191011:0510,0.0,0.0,16.95,2.69,0.0,3.46,16.9
20191011:0610,158.0,12.32,17.15,2.48,0.0,3.19,22.1
20191011:0710,350.01,23.05,18.04,3.31,0.0,4.25,29.0
20191011:0810,507.01,32.54,18.95,3.38,0.0,4.34,34.8
20191011:0910,627.01,39.97,19.99,3.24,0.0,4.16,39.6
20191011:1010,696.01,44.28,20.97,2.97,0.0,3.82,42.7
20191011:1110,670.01,44.53,21.66,2.55,0.0,3.28,42.6
20191011:1210,639.01,40.65,21.98,2.14,0.0,2.75,41.9
20191011:1310,511.01,33.52,22.0,1.93,0.0,2.48,38.0
20191011:1410,364.01,24.22,21.68,2.0,0.0,2.57,33.1
20191011:1510,181.0,13.6,20.91,2.14,0.0,2.75,26.6
20191011:1610,11.0,2.24,19.76,1.93,0.0,2.48,20.1
20191011:1710,0.0,0.0,18.55,1.86,0.0,2.39,18.6
20191011:1810,0.0,0.0,17.72,1.72,0.0,2.21,17.7
20191011:1910,0.0,0.0,17.33,1.38,0.0,1.77,17.3
20191011:2010,0.0,0.0,16.66,1.24,0.0,1.59,16.7
20191011:2110,0.0,0.0,15.88,1.03,0.0,1.32,15.9
20191011:2210,0.0,0.0,15.45,0.97,0.0,1.25,15.4
20191011:2310,0.0,0.0,15.54,0.76,0.0,0.98,15.5
20191012:0010,0.0,0.0,15.72,0.69,0.0,0.89,15.7
20191012:0110,0.0,0.0,15.45,0.69,0.0,0.89,15.4
20191012:0210,0.0,0.0,15.34,0.69,0.0,0.89,15.3
20191012:0310,0.0,0.0,13.89,0.83,0.0,1.07,13.9
20191012:0410,0.0,0.0,13.38,0.83,0.0,1.07,13.4
20191012:0510,0.0,0.0,13.14,0.76,0.0,0.98,13.1
20191012:0610,157.0,12.12,13.85,0.55,0.0,0.71,18.8
20191012:0710,351.01,22.82,17.95,0.21,0.0,0.27,28.9
20191012:0810,509.01,32.26,19.67,0.28,0.0,0.36,35.6
20191012:0910,631.01,39.65,20.83,0.83,0.0,1.07,40.5
20191012:1010,712.01,43.92,21.4,1.1,0.0,1.41,43.7
20191012:1110,716.01,44.14,22.1,1.24,0.0,1.59,44.5
20191012:1210,663.01,40.28,22.28,1.24,0.0,1.59,43.0
20191012:1310,536.01,33.17,21.95,1.1,0.0,1.41,38.7
20191012:1410,368.01,23.9,21.5,1.03,0.0,1.32,33.0
20191012:1510,180.0,13.3,20.94,1.03,0.0,1.32,26.6
20191012:1610,9.0,1.95,20.07,0.97,0.0,1.25,20.4
20191012:1710,0.0,0.0,18.96,0.76,0.0,0.98,19.0
20191012:1810,0.0,0.0,17.83,0.76,0.0,0.98,17.8
20191012:1910,0.0,0.0,17.09,0.69,0.0,0.89,17.1
20191012:2010,0.0,0.0,16.73,0.69,0.0,0.89,16.7
20191012:2110,0.0,0.0,16.39,0.76,0.0,0.98,16.4
20191012:2210,0.0,0.0,16.23,0.76,0.0,0.98,16.2
20191012:2310,0.0,0.0,15.33,0.69,0.0,0.89,15.3
20191013:0010,0.0,0.0,16.05,0.62,0.0,0.80,16.1
20191013:0110,0.0,0.0,15.08,0.48,0.0,0.62,15.1
20191013:0210,0.0,0.0,14.88,0.48,0.0,0.62,14.9
20191013:0310,0.0,0.0,14.7,0.41,0.0,0.53,14.7
20191013:0410,0.0,0.0,14.39,0.48,0.0,0.62,14.4
20191013:0510,0.0,0.0,14.11,0.62,0.0,0.80,14.1
20191013:0610,154.0,11.91,14.3,0.55,0.0,0.71,19.1
20191013:0710,346.01,22.58,17.62,1.17,0.0,1.50,28.4
20191013:0810,512.01,31.99,19.83,1.59,0.0,2.04,35.8
20191013:0910,631.01,39.33,21.02,1.38,0.0,1.77,40.7
20191013:1010,701.01,43.56,21.76,1.03,0.0,1.32,43.7
20191013:1110,693.01,43.77,22.21,0.9,0.0,1.16,43.9
20191013:1210,620.01,39.91,22.38,0.9,0.0,1.16,41.8
20191013:1310,531.01,32.83,22.37,1.24,0.0,1.59,39.0
20191013:1410,361.01,23.58,21.94,1.66,0.0,2.13,33.2
20191013:1510,178.0,13.01,21.09,1.86,0.0,2.39,26.7
20191013:1610,6.0,1.67,20.04,1.38,0.0,1.77,20.2
20191013:1710,0.0,0.0,18.7,0.97,0.0,1.25,18.7
20191013:1810,0.0,0.0,17.75,0.69,0.0,0.89,17.8
20191013:1910,0.0,0.0,17.05,1.31,0.0,1.68,17.1
20191013:2010,0.0,0.0,15.99,1.03,0.0,1.32,16.0
20191013:2110,0.0,0.0,16.0,0.83,0.0,1.07,16.0
20191013:2210,0.0,0.0,16.38,0.62,0.0,0.80,16.4
20191013:2310,0.0,0.0,16.36,0.55,0.0,0.71,16.4
20191014:0010,0.0,0.0,16.19,0.55,0.0,0.71,16.2
20191014:0110,0.0,0.0,16.05,0.55,0.0,0.71,16.1
20191014:0210,0.0,0.0,15.9,0.41,0.0,0.53,15.9
20191014:0310,0.0,0.0,15.77,0.41,0.0,0.53,15.8
20191014:0410,0.0,0.0,15.64,0.41,0.0,0.53,15.6
20191014:0510,0.0,0.0,15.62,0.48,0.0,0.62,15.6
20191014:0610,149.0,11.7,15.65,0.62,0.0,0.80,20.3
20191014:0710,336.01,22.34,17.9,0.21,0.0,0.27,28.4
20191014:0810,493.01,31.71,19.71,0.83,0.0,1.07,35.1
20191014:0910,619.01,39.01,20.75,1.31,0.0,1.68,40.1
20191014:1010,691.01,43.2,21.48,1.72,0.0,2.21,43.1
20191014:1110,684.01,43.39,21.89,2.07,0.0,2.66,43.3
20191014:1210,618.01,39.54,21.96,2.21,0.0,2.84,41.3
20191014:1310,511.01,32.49,21.79,2.21,0.0,2.84,37.8
20191014:1410,351.01,23.27,21.3,2.21,0.0,2.84,32.3
20191014:1510,169.0,12.72,20.45,2.14,0.0,2.75,25.7
20191014:1610,6.0,1.4,19.32,1.72,0.0,2.21,19.5
20191014:1710,0.0,0.0,18.26,1.66,0.0,2.13,18.3
20191014:1810,0.0,0.0,17.5,1.59,0.0,2.04,17.5
20191014:1910,0.0,0.0,17.26,1.59,0.0,2.04,17.3
20191014:2010,0.0,0.0,16.91,1.72,0.0,2.21,16.9
20191014:2110,0.0,0.0,16.53,1.86,0.0,2.39,16.5
20191014:2210,0.0,0.0,16.3,2.0,0.0,2.57,16.3
20191014:2310,0.0,0.0,16.15,2.07,0.0,2.66,16.1
20191015:0010,0.0,0.0,16.1,2.14,0.0,2.75,16.1
20191015:0110,0.0,0.0,16.11,2.07,0.0,2.66,16.1
20191015:0210,0.0,0.0,16.0,2.07,0.0,2.66,16.0
20191015:0310,0.0,0.0,15.91,2.07,0.0,2.66,15.9
20191015:0410,0.0,0.0,15.85,2.07,0.0,2.66,15.8
20191015:0510,0.0,0.0,15.81,2.14,0.0,2.75,15.8
20191015:0610,96.0,11.49,16.22,2.14,0.0,2.75,19.2
20191015:0710,323.01,22.11,17.78,2.14,0.0,2.75,27.9
20191015:0810,453.01,31.44,19.25,2.41,0.0,3.10,33.4
20191015:0910,566.01,38.69,20.32,2.28,0.0,2.93,38.0
20191015:1010,674.01,42.84,21.18,2.21,0.0,2.84,42.2
20191015:1110,666.01,43.01,21.8,2.48,0.0,3.19,42.6
20191015:1210,612.01,39.18,22.02,2.69,0.0,3.46,41.1
20191015:1310,501.01,32.15,21.82,2.83,0.0,3.64,37.5
20191015:1410,343.01,22.96,21.13,3.03,0.0,3.89,31.8
20191015:1510,159.0,12.43,20.04,2.97,0.0,3.82,25.0
20191015:1610,0.0,0.0,18.94,2.62,0.0,3.37,18.9
20191015:1710,0.0,0.0,18.01,2.21,0.0,2.84,18.0
20191015:1810,0.0,0.0,17.53,2.0,0.0,2.57,17.5
20191015:1910,0.0,0.0,17.41,1.45,0.0,1.86,17.4
20191015:2010,0.0,0.0,17.05,1.24,0.0,1.59,17.1
20191015:2110,0.0,0.0,16.8,0.97,0.0,1.25,16.8
20191015:2210,0.0,0.0,16.53,0.55,0.0,0.71,16.5
20191015:2310,0.0,0.0,16.62,0.34,0.0,0.44,16.6
20191016:0010,0.0,0.0,15.82,0.83,0.0,1.07,15.8
20191016:0110,0.0,0.0,15.74,1.31,0.0,1.68,15.7
20191016:0210,0.0,0.0,15.42,1.66,0.0,2.13,15.4
20191016:0310,0.0,0.0,15.45,2.0,0.0,2.57,15.4
20191016:0410,0.0,0.0,15.97,1.93,0.0,2.48,16.0
20191016:0510,0.0,0.0,16.08,2.07,0.0,2.66,16.1
20191016:0610,81.0,11.28,16.61,2.14,0.0,2.75,19.1
20191016:0710,281.0,21.87,17.87,2.83,0.0,3.64,26.7
20191016:0810,428.01,31.16,18.54,2.97,0.0,3.82,31.9
20191016:0910,552.01,38.37,19.58,3.24,0.0,4.16,36.8
20191016:1010,561.01,42.48,20.11,3.45,0.0,4.43,37.6
20191016:1110,617.01,42.64,20.26,3.93,0.0,5.05,39.5
20191016:1210,567.01,38.82,20.51,4.62,0.0,5.94,38.2
20191016:1310,488.01,31.81,19.99,4.69,0.0,6.03,35.2
20191016:1410,327.01,22.65,19.77,4.48,0.0,5.76,30.0
20191016:1510,148.0,12.14,19.04,3.93,0.0,5.05,23.7
20191016:1610,0.0,0.0,18.2,3.38,0.0,4.34,18.2
20191016:1710,0.0,0.0,17.2,3.31,0.0,4.25,17.2
20191016:1810,0.0,0.0,16.61,3.17,0.0,4.07,16.6
20191016:1910,0.0,0.0,16.37,2.9,0.0,3.73,16.4
20191016:2010,0.0,0.0,15.94,2.76,0.0,3.55,15.9
20191016:2110,0.0,0.0,15.75,2.69,0.0,3.46,15.8
20191016:2210,0.0,0.0,15.33,2.62,0.0,3.37,15.3
20191016:2310,0.0,0.0,15.04,2.62,0.0,3.37,15.0
20191017:0010,0.0,0.0,14.72,2.55,0.0,3.28,14.7
20191017:0110,0.0,0.0,14.49,2.48,0.0,3.19,14.5
20191017:0210,0.0,0.0,14.35,2.41,0.0,3.10,14.3
20191017:0310,0.0,0.0,14.14,2.41,0.0,3.10,14.1
20191017:0410,0.0,0.0,13.93,2.41,0.0,3.10,13.9
20191017:0510,0.0,0.0,13.95,2.34,0.0,3.01,13.9
20191017:0610,144.0,11.07,14.44,2.21,0.0,2.84,18.9
20191017:0710,329.01,21.63,15.79,3.03,0.0,3.89,26.1
20191017:0810,480.01,30.89,16.93,3.45,0.0,4.43,31.9
20191017:0910,605.01,38.05,17.99,3.31,0.0,4.25,36.9
20191017:1010,672.01,42.12,18.95,3.03,0.0,3.89,40.0
20191017:1110,671.01,42.27,19.41,3.03,0.0,3.89,40.4
20191017:1210,596.01,38.46,19.67,3.1,0.0,3.98,38.3
20191017:1310,493.01,31.48,19.55,3.17,0.0,4.07,35.0
20191017:1410,341.01,22.35,18.9,3.31,0.0,4.25,29.6
20191017:1510,156.0,11.86,18.21,3.17,0.0,4.07,23.1
20191017:1610,0.0,0.0,17.3,2.62,0.0,3.37,17.3
20191017:1710,0.0,0.0,16.3,2.41,0.0,3.10,16.3
20191017:1810,0.0,0.0,15.63,2.14,0.0,2.75,15.6
20191017:1910,0.0,0.0,15.25,1.93,0.0,2.48,15.2
20191017:2010,0.0,0.0,14.82,1.72,0.0,2.21,14.8
20191017:2110,0.0,0.0,14.36,1.59,0.0,2.04,14.4
20191017:2210,0.0,0.0,13.9,1.52,0.0,1.95,13.9
20191017:2310,0.0,0.0,13.52,1.52,0.0,1.95,13.5
20191018:0010,0.0,0.0,12.99,1.45,0.0,1.86,13.0
20191018:0110,0.0,0.0,12.49,1.45,0.0,1.86,12.5
20191018:0210,0.0,0.0,12.17,1.45,0.0,1.86,12.2
20191018:0310,0.0,0.0,12.04,1.59,0.0,2.04,12.0
20191018:0410,0.0,0.0,11.95,1.59,0.0,2.04,11.9
20191018:0510,0.0,0.0,11.72,1.52,0.0,1.95,11.7
20191018:0610,145.0,10.86,12.01,1.24,0.0,1.59,16.5
20191018:0710,329.01,21.39,15.8,1.38,0.0,1.77,26.1
20191018:0810,486.01,30.61,17.39,1.66,0.0,2.13,32.6
20191018:0910,615.01,37.73,18.57,1.38,0.0,1.77,37.8
20191018:1010,674.01,41.77,19.45,0.97,0.0,1.25,40.5
20191018:1110,661.01,41.9,20.09,0.76,0.0,0.98,40.7
20191018:1210,623.01,38.1,20.42,0.76,0.0,0.98,39.9
20191018:1310,503.01,31.15,20.52,0.83,0.0,1.07,36.2
20191018:1410,342.01,22.05,20.32,0.83,0.0,1.07,31.0
20191018:1510,154.0,11.58,19.73,0.9,0.0,1.16,24.5
20191018:1610,0.0,0.0,18.73,0.9,0.0,1.16,18.7
20191018:1710,0.0,0.0,17.26,0.9,0.0,1.16,17.3
20191018:1810,0.0,0.0,15.86,0.9,0.0,1.16,15.9
20191018:1910,0.0,0.0,16.44,0.28,0.0,0.36,16.4
20191018:2010,0.0,0.0,15.98,0.21,0.0,0.27,16.0
20191018:2110,0.0,0.0,15.57,0.55,0.0,0.71,15.6
20191018:2210,0.0,0.0,14.46,0.83,0.0,1.07,14.5
20191018:2310,0.0,0.0,13.59,1.17,0.0,1.50,13.6
20191019:0010,0.0,0.0,13.24,1.31,0.0,1.68,13.2
20191019:0110,0.0,0.0,13.49,1.31,0.0,1.68,13.5
20191019:0210,0.0,0.0,13.65,1.17,0.0,1.50,13.7
20191019:0310,0.0,0.0,13.6,1.24,0.0,1.59,13.6
20191019:0410,0.0,0.0,13.29,1.31,0.0,1.68,13.3
20191019:0510,0.0,0.0,13.05,1.45,0.0,1.86,13.1
20191019:0610,133.0,10.65,13.28,1.45,0.0,1.86,17.4
20191019:0710,319.01,21.15,16.73,1.59,0.0,2.04,26.7
20191019:0810,475.01,30.33,18.41,2.28,0.0,2.93,33.3
